,callDateTime,priority,district,description,callNumber,incidentLocation,location
216,7/13/2015 19:36,Non-Emergency,SE,Foot  Patrol,P151942853,N LAKEWOOD AV/E BALTIMORE ST,"(39.292115,-76.579014)"
217,7/13/2015 19:36,High,WD,Traffic Stop,P151942854,1600 BLK GWYNNS FALLS PY,"(39.2903848,-76.6121893)"
218,7/13/2015 19:37,High,SD,RA POLICE,P151942856,900 E PATAPSCO AV,"(39.2350930,-76.5971890)"
219,7/13/2015 19:34,Medium,NE,911/NO  VOICE,P151942857,5800 RADECKE AV,"(39.3305689,-76.5340280)"
220,7/13/2015 19:35,Low,WD,Traffic Control,P151942858,N FULTON AV/W NORTH AV,"(39.309894,-76.646364)"
221,7/13/2015 19:32,Medium,NW,NARCOTICSOutside,P151942859,LIBERTY HEIGHTS AV/BURLEITH AV,"(39.320550,-76.659333)"
222,7/13/2015 19:32,Medium,ED,DISORDERLY,P151942860,1500 E BIDDLE ST,"(39.3041617,-76.5979135)"
223,7/13/2015 19:31,Low,ND,INVESTIGATION,P151942861,NB I 100 N/NB I 100 EXIT 8 TO FALLS ROAD,"(39.3519523,-76.6429372)"
224,7/13/2015 19:37,Medium,SE,DISORDERLY,P151942862,100 S CHAPEL ST,"(39.2905310,-76.5897345)"
225,7/13/2015 19:39,High,NE,Traffic Stop,P151942863,CHESTERFIELD AV/BELAIR RD,"(39.324698,-76.569613)"
226,7/13/2015 11:53,Low,ED,IVESTIGATE,P151941201,1900 BLK BELAIR RD,"(39.3129300,-76.5842060)"
227,7/13/2015 11:57,Medium,CW,Lab Request,P151941202,6300 YORK RD,"(39.3477099,-76.6074868)"
228,7/13/2015 11:56,Medium,ND,911/NO  VOICE,P151941203,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
229,7/13/2015 11:54,Medium,ED,DISORDERLY,P151941206,MCELDERRY ST/N CHESTER ST,"(39.297517,-76.587813)"
230,7/13/2015 11:58,High,NW,RA POLICE,P151941207,3700 COLUMBUS DR,"(39.3375650,-76.6753320)"
231,7/13/2015 11:58,Non-Emergency,SD,Foot  Patrol,P151941209,W PRATT ST/S PAYSON ST,"(39.285089,-76.648494)"
232,7/13/2015 11:58,Medium,SE,SICK CASE,P151941210,600 OLDHAM ST,"(39.2859360,-76.5559780)"
233,7/13/2015 11:58,Medium,NE,911/NO  VOICE,P151941211,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
234,7/13/2015 11:56,Medium,SE,NARCOTICSOutside,P151941212,500 BLK N GLOVER ST,"(39.2968266,-76.5800734)"
235,7/13/2015 11:58,Medium,SE,NARCOTICSOutside,P151941214,6100 BLK CARDIFF AV,"(39.2764492,-76.5434055)"
236,7/13/2015 11:58,Medium,ED,NARCOTICSOutside,P151941215,2300 BLK E PRESTON ST,"(39.3059142,-76.5851245)"
237,7/13/2015 11:57,Low,NE,LARCENCY,P151941217,6700 PULASKI HY,"(39.3059536,-76.5375416)"
238,7/13/2015 12:00,High,SW,Traffic Stop,P151941218,300 YALE AV,"(39.2816592,-76.6856120)"
239,7/13/2015 12:00,Medium,CW,Lab Request,P151941219,NORTHEAST DISTRICT,"(39.340482,-76.582041)"
240,7/13/2015 12:00,Medium,CD,911/NO  VOICE,P151941220,700 DRUID HILL AV,"(39.2974446,-76.6231353)"
241,7/13/2015 11:56,Low,WD,LOST PROPERTY,P151941221,2300 REISTERSTOWN RD,"(39.3147700,-76.6486600)"
242,7/13/2015 12:00,Non-Emergency,NW,FOLLOW UP,P151941222,4200 REISTERSTOWN RD,"(39.3360770,-76.6660780)"
243,7/13/2015 12:00,Medium,ND,911/NO  VOICE,P151941223,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
244,7/13/2015 12:01,Low,SE,SIGNAL OUT,P151941224,S BOND ST/EASTERN AV,"(39.285490,-76.595377)"
245,7/13/2015 12:02,Low,NE,INVEST,P151941225,4300 HILLEN RD,"(39.3418475,-76.5873262)"
246,7/13/2015 12:01,Low,TRU,LARCENY F/AUTO,P151941226,PULASKI HY/N STREEPER ST,"(39.294995,-76.577080)"
247,7/13/2015 12:03,High,ND,Traffic Stop,P151941227,3000 DUPONT AV,"(39.3444250,-76.6657560)"
248,7/13/2015 12:01,Medium,ND,DISORDERLY,P151941228,3000 GREENMOUNT AV,"(39.3249560,-76.6098260)"
249,7/13/2015 12:04,High,CD,Traffic Stop,P151941229,300 W NORTH AV,"(39.3109749,-76.6239038)"
250,7/13/2015 12:03,Medium,ED,911/NO  VOICE,P151941230,1000 EDISON HY,"(39.3029101,-76.5728709)"
251,7/13/2015 12:01,Low,SW,LARCENCY,P151941231,FREDERICK AV/S LOUDON AV,"(39.281764,-76.682125)"
252,7/13/2015 12:03,Low,SE,AUTO ACCIDENT,P151941232,200 DOUGLAS CT,"(39.2945216,-76.5966768)"
253,7/13/2015 12:03,Low,SD,INVEST PROBLEM,P151941233,3600 S HANOVER ST,"(39.2384200,-76.6098396)"
254,7/13/2015 12:03,Medium,ED,DISORDERLY,P151941234,1600 ASHLAND AV,"(39.3004560,-76.5962986)"
255,7/13/2015 12:05,Medium,ND,DISORDERLY,P151941235,5200 YORK RD,"(39.3522360,-76.6105171)"
256,7/13/2015 12:04,Medium,SE,SEE TEXT,P151941236,100 N MILTON AV,"(39.2932140,-76.5822050)"
257,7/13/2015 12:05,Medium,SD,BURGLARY,P151941237,500 SCOTT ST,"(39.2829562,-76.6288461)"
258,7/13/2015 12:07,High,ED,Traffic Stop,P151941238,1600 BLK E 25TH ST,"(39.3167095,-76.5951248)"
259,7/13/2015 12:06,Medium,SD,911/NO  VOICE,P151941239,900 S CHARLES ST,"(39.2788390,-76.6147320)"
260,7/13/2015 12:06,High,ED,SHOOTING,P151941240,800 BLK N BELNORD AV,"(39.3003434,-76.5790379)"
261,7/13/2015 12:06,Medium,NW,911/NO  VOICE,P151941241,4100 PATTERSON AV,"(39.3474337,-76.7143176)"
262,7/13/2015 12:06,High,ED,SHOOTING,P151941242,800 BLK N BELNORD AV,"(39.3003434,-76.5790379)"
263,7/13/2015 12:07,Low,CD,INVESTIGATE,P151941243,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
264,7/13/2015 12:07,Medium,SD,SICK CASE,P151941244,1300 GLYNDON AV,"(39.2816351,-76.6372529)"
265,7/13/2015 12:06,Low,WD,INVEST,P151941245,1700 W LEXINGTON ST,"(39.2908640,-76.6441260)"
266,7/13/2015 12:07,Medium,SE,911/NO  VOICE,P151941247,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
267,7/13/2015 12:07,Medium,ED,AED NONBREATHING,P151941248,N BELNORD AV/E MADISON ST,"(39.300038,-76.578846)"
268,7/13/2015 12:09,Medium,WD,DISORDERLY,P151941249,600 BAKER ST,"(39.3082782,-76.6404077)"
269,7/13/2015 12:09,Medium,CD,911/NO  VOICE,P151941250,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
270,7/13/2015 12:10,Low,SD,SEE TEXT,P151941251,3800 10TH ST,"(39.2322743,-76.5971260)"
271,7/13/2015 12:10,Medium,NW,911/NO  VOICE,P151941252,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
272,7/13/2015 12:09,Medium,CD,COMMON ASSAULT,P151941253,W BALTIMORE ST/N EUTAW ST,"(39.289308,-76.620916)"
273,7/13/2015 12:09,Low,NW,INVESTIGATE AUTO,P151941254,MAINE AV/GRANADA AV,"(39.327680,-76.687978)"
274,7/13/2015 12:11,Medium,ED,911/NO  VOICE,P151941255,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
275,7/13/2015 12:10,Medium,ED,COMMON ASSAULT,P151941256,1800 N PORT ST,"(39.3114120,-76.5839899)"
276,7/13/2015 12:10,Low,NW,POLICE ESCORT,P151941257,3000 W GARRISON AV,"(39.3488260,-76.6715370)"
277,7/13/2015 12:11,Medium,NE,NARCOTICSOutside,P151941259,E COLD SPRING LN/LOCH RAVEN BL,"(39.346056,-76.592240)"
278,7/13/2015 12:07,High,ED,SHOOTING,P151941260,900 N BELNORD AV,"(39.3014262,-76.5790890)"
279,7/13/2015 12:13,High,WD,AGGRAV ASSAULT,P151941261,RIGGS AV/N FULTON AV,"(39.300954,-76.645970)"
280,7/13/2015 12:12,Medium,SW,LARCENCY,P151941262,700 WINANS WY,"(39.2955330,-76.6998090)"
281,7/13/2015 12:14,High,SD,FIRE,P151941263,1200 W CROSS ST,"(39.2821053,-76.6311903)"
282,7/13/2015 12:11,Medium,SE,DISORDERLY,P151941265,E LOMBARD ST/S EATON ST,"(39.291472,-76.565612)"
283,7/13/2015 12:15,High,CD,Traffic Stop,P151941266,200 E LOMBARD ST,"(39.2880377,-76.6116088)"
284,7/13/2015 12:13,Medium,NW,DISORDERLY,P151941267,3600 PARK HEIGHTS AV,"(39.3294110,-76.6593910)"
285,7/13/2015 12:15,Non-Emergency,NE,Court,P151941268,CIRCUIT CRT,"(39.290431,-76.612477)"
286,7/13/2015 12:13,Non-Emergency,CD,Private Tow,P151941269,300 GUILFORD AV,"(39.2924842,-76.6111877)"
287,7/13/2015 12:15,Medium,WD,DISORDERLY,P151941270,2200 W LANVALE ST,"(39.2972540,-76.6525670)"
288,7/13/2015 12:12,Low,ED,INTOXICATED PERS,P151941271,N WASHINGTON ST/E OLIVER ST,"(39.307671,-76.590140)"
289,7/13/2015 12:14,Low,SW,AUTO ACCIDENT,P151941272,3200 JAMES ST,"(39.2596800,-76.6636120)"
290,7/13/2015 12:14,Low,SW,AUTO ACCIDENT,P151941273,JAMES ST/S CATON AV,"(39.258258,-76.664568)"
291,7/13/2015 12:14,Low,ED,AUTO ACCIDENT,P151941274,400 ENSOR ST,"(39.2955280,-76.6058539)"
292,7/13/2015 12:15,Low,TRU,LARCENY F/AUTO,P151941275,LOCH RAVEN RD/E 0TH ST,"(39.318214,-76.607024)"
293,7/13/2015 12:15,Low,ED,AUTO ACCIDENT,P151941276,400 BLK ENSOR ST,"(39.2955280,-76.6058539)"
294,7/13/2015 12:15,Non-Emergency,NW,UNAUTHORIZED USE,P151941277,4200 REISTERSTOWN RD,"(39.3360770,-76.6660780)"
295,7/13/2015 12:15,High,NW,SILENT ALARM,P151941278,4000 CHATHAM RD,"(39.3307010,-76.6849420)"
296,7/13/2015 12:16,Medium,CD,DISORDERLY,P151941279,1200 DRUID HILL AV,"(39.3011229,-76.6278560)"
297,7/13/2015 12:18,Low,SE,Transport,P151941280,SOUTHEAST DISTRICT,"(39.287496,-76.547644)"
298,7/13/2015 12:18,High,SD,RA POLICE,P151941281,1200 W CROSS ST,"(39.2821053,-76.6311903)"
299,7/13/2015 12:15,High,WD,AGGRAV ASSAULT,P151941282,N MONROE ST/MOSHER ST,"(39.299817,-76.647577)"
300,7/13/2015 12:18,Medium,NW,NARCOTICSOutside,P151941283,2300 TIOGA PY,"(39.2903848,-76.6121893)"
301,7/13/2015 12:19,Medium,CW,Lab Request,P151941284,800 BLK N BELNORD AV,"(39.3003434,-76.5790379)"
302,7/13/2015 12:19,High,CD,CAR JACKING,P151941285,400 BLK ROBERT ST,"(39.3078360,-76.6329215)"
303,7/13/2015 12:15,Medium,SE,MISSING PERSON,P151941286,400 N MONTFORD AV,"(39.2959020,-76.5837910)"
304,7/13/2015 12:17,Medium,WD,MISSING PERSON,P151941287,2500 W FRANKLIN ST,"(39.2936235,-76.6563966)"
305,7/13/2015 12:19,Medium,SD,911/NO  VOICE,P151941288,600 CHERRY HILL RD,"(39.2504270,-76.6222864)"
306,7/13/2015 12:16,Medium,ND,DISORDERLY,P151941289,GREENSPRING AV/W COLD SPRING LN,"(39.340809,-76.658085)"
307,7/13/2015 12:21,High,CD,Field Interview,P151941290,1100 MYRTLE AV,"(39.2971854,-76.6303843)"
308,7/13/2015 12:17,High,SE,ARMED PERSON,P151941291,2400 ORLEANS ST,"(39.2957720,-76.5830860)"
309,7/13/2015 12:21,Medium,NW,NARCOTICS INSIDE,P151941292,5300 REISTERSTOWN RD,"(39.3448090,-76.6868470)"
310,7/13/2015 12:20,Non-Emergency,NE,Escort,P151941293,4400 MANNASOTA AV,"(39.3274270,-76.5603390)"
311,7/13/2015 12:22,High,SE,Field Interview,P151941294,2600 MCELDERRY ST,"(39.2979685,-76.5806536)"
312,7/13/2015 12:17,Medium,SE,FAMILY DISTURB,P151941295,6600 MAPLE AV,"(39.2631790,-76.5311330)"
313,7/13/2015 12:21,Medium,WD,NARCOTICSOutside,P151941296,2200 BLK W LANVALE ST,"(39.3100265,-76.5869858)"
314,7/13/2015 12:21,Low,SD,INVEST,P151941297,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
315,7/13/2015 12:20,Medium,ED,COMMON ASSAULT,P151941298,1800 N PORT ST,"(39.3114120,-76.5839899)"
316,7/13/2015 12:17,Medium,NW,ESCORT,P151941299,2900 GRANTLEY AV,"(39.3372377,-76.6681821)"
317,7/13/2015 12:21,Medium,SD,DISORDERLY,P151941300,3600 S HANOVER ST,"(39.2384200,-76.6098396)"
318,7/13/2015 12:23,Medium,NE,BURGLARY,P151941301,2600 GOODWOOD RD,"(39.3521260,-76.5676420)"
319,7/13/2015 12:23,High,SW,Traffic Stop,P151941302,OLD FREDERICK RD/S AUGUSTA AV,"(39.286155,-76.684851)"
320,7/13/2015 12:22,High,ED,DISORDERLY,P151941303,E PRESTON ST/N MONTFORD AV,"(39.305772,-76.584131)"
321,7/13/2015 12:07,Medium,ND,DISORDERLY,P151941304,500 E LORRAINE AV,"(39.3200420,-76.6094784)"
322,7/13/2015 13:57,Medium,NE,COMMON ASSAULT,P151941624,3200 BELAIR RD,"(39.3207218,-76.5747566)"
323,7/13/2015 13:58,Low,NE,OTHER,P151941625,2900 MAYFIELD AV,"(39.3222611,-76.5728499)"
324,7/13/2015 13:59,Low,CD,AUTO ACCIDENT,P151941626,E PRATT ST/LIGHT ST,"(39.286565,-76.612141)"
325,7/13/2015 13:59,Low,CD,AUTO ACCIDENT,P151941627,LIGHT ST/E PRATT ST,"(39.286565,-76.612141)"
326,7/13/2015 14:01,Medium,WD,911/NO  VOICE,P151941628,2100 WINDSOR AV,"(39.3128987,-76.6514987)"
327,7/13/2015 13:59,Low,NE,DESTRUCT PROPTY,P151941629,3700 BAYONNE AV,"(39.3478800,-76.5493450)"
328,7/13/2015 14:00,Medium,NW,911/NO  VOICE,P151941630,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
329,7/13/2015 14:01,Low,WD,OTHER,P151941631,1600 BRUCE CT,"(39.3066998,-76.6457852)"
330,7/13/2015 14:01,Medium,CD,SUSPICIOUS PERS,P151941632,0 SOUTH ST,"(39.2896598,-76.6109914)"
331,7/13/2015 14:03,Medium,SE,COMMON ASSAULT,P151941633,3200 EASTERN AV,"(39.2866780,-76.5713550)"
332,7/13/2015 14:02,Medium,WD,NARCOTICSOutside,P151941634,1600 BLK BRUCE CT,"(39.3066998,-76.6457852)"
333,7/13/2015 14:03,Medium,NW,911/NO  VOICE,P151941635,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
334,7/13/2015 14:01,Medium,ED,MISSING PERSON,P151941636,3000 E BIDDLE ST,"(39.3050420,-76.5756084)"
335,7/13/2015 14:01,Medium,CD,911/NO  VOICE,P151941637,500 N CHARLES ST,"(39.2951171,-76.6155403)"
336,4/27/2015 12:52,Medium,NW,911/NO  VOICE,P151171197,3800 EGERTON RD,"(39.3282320,-76.6806749)"
337,4/27/2015 12:54,Low,SE,Transport,P151171198,SOUTHEAST DISTRICT,"(39.287496,-76.547644)"
338,7/13/2015 12:22,Medium,SD,911/NO  VOICE,P151941305,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
339,7/13/2015 12:19,Medium,NE,COMMON ASSAULT,P151941306,4800 SINCLAIR LN,"(39.3201486,-76.5521577)"
340,7/13/2015 12:23,Low,ED,INVESTIGATE,P151941307,1900 N PATTERSON PARK AV,"(39.3129063,-76.5862615)"
341,7/13/2015 12:24,Medium,SE,911/NO  VOICE,P151941308,1700 E PRATT ST,"(39.2892434,-76.5938024)"
342,7/13/2015 12:24,Medium,ED,COMMON ASSAULT,P151941309,400 ENSOR ST,"(39.2955280,-76.6058539)"
343,7/13/2015 12:25,Medium,WD,MENTAL CASE,P151941310,500 N STRICKER ST,"(39.2941620,-76.6415470)"
344,7/13/2015 12:24,Medium,SW,911/NO  VOICE,P151941311,3300 BENSON AV,"(39.2685140,-76.6716720)"
345,7/13/2015 12:22,Medium,WD,NARCOTICSOutside,P151941312,200 N MONROE ST,"(39.2906620,-76.6473290)"
346,7/13/2015 12:24,High,SE,ARMED PERSON,P151941313,300 HERRING CT,"(39.2875425,-76.5951113)"
347,7/13/2015 12:25,Medium,CD,LARCENY F/AUTO,P151941314,S CHARLES ST/E CONWAY ST,"(39.284288,-76.614689)"
348,7/13/2015 12:26,Low,WD,INVESTIGATE,P151941315,1900 EDMONDSON AV,"(39.2953660,-76.6474780)"
349,7/13/2015 12:26,Medium,CD,911/NO  VOICE,P151941316,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
350,7/13/2015 12:27,Medium,ED,911/NO  VOICE,P151941317,1000 FORREST ST,"(39.3013028,-76.6080438)"
351,7/13/2015 12:28,High,ND,Traffic Stop,P151941318,4600 PALL MALL RD,"(39.3422150,-76.6652230)"
352,7/13/2015 12:28,Non-Emergency,ED,RECOVER PROPERTY,P151941319,1600 STONEWOOD RD,"(39.3487599,-76.5876087)"
353,7/13/2015 12:28,High,NE,DISCHRG FIREARM,P151941320,MAYFIELD AV/CARDENAS AV,"(39.323488,-76.574737)"
354,7/13/2015 12:23,Medium,SE,BY THREAT,P151941321,HOME DEPOT,"(39.287566,-76.539871)"
355,7/13/2015 12:27,High,NE,SHOOTING,P151941322,AFYA PUBLIC CHARTER MIDDLE,"(39.324629,-76.573285)"
356,7/13/2015 12:27,Medium,CD,DISORDERLY,P151941323,1100 W NORTH AV,"(39.3105890,-76.6362400)"
357,7/13/2015 12:20,Low,SD,RUNAWAY,P151941324,600 CHERATON RD,"(39.2521950,-76.6232677)"
358,7/13/2015 12:25,High,NE,DISCHRG FIREARM,P151941325,MAYFIELD AV/CARDENAS AV,"(39.323488,-76.574737)"
359,7/13/2015 12:27,Low,SW,SEE TEXT,P151941326,2000 LETITIA AV,"(39.2620510,-76.6543720)"
360,7/13/2015 12:27,Medium,WD,NARCOTICSOutside,P151941327,1600 BLK VINCENT CT,"(39.3067502,-76.6441329)"
361,7/13/2015 12:28,Medium,CD,DISORDERLY,P151941328,500 BAKER ST,"(39.3098357,-76.6384919)"
362,7/13/2015 12:27,Medium,NW,NARCOTICSOutside,P151941329,4600 NORFOLK AV,"(39.3215480,-76.6943579)"
363,7/13/2015 12:30,Medium,CD,911/NO  VOICE,P151941330,1000 CATHEDRAL ST,"(39.3011812,-76.6180370)"
364,7/13/2015 12:29,Low,SD,WANTED ON WARR,P151941331,POTEE ST/W PATAPSCO AV,"(39.238956,-76.610872)"
365,7/13/2015 12:31,Medium,WD,911/NO  VOICE,P151941332,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
366,7/13/2015 12:27,High,CD,HOLDUP ALARM,P151941333,200 W SARATOGA ST,"(39.2931260,-76.6183110)"
367,7/13/2015 12:30,High,NE,SHOOTING,P151941335,3400 CARDENAS AV,"(39.3236607,-76.5748388)"
368,7/13/2015 12:29,High,NE,SHOOTING,P151941336,2800 BLK MAYFIELD AV,"(39.3235640,-76.5745000)"
369,7/13/2015 12:31,Low,CD,OTHER,P151941337,300 S CHARLES ST,"(39.2846220,-76.6154010)"
370,7/13/2015 12:33,Low,TRU,DESTRUCT PROPTY,P151941338,4300 YORK RD,"(39.3410672,-76.6097894)"
371,7/13/2015 12:34,Medium,SW,NARCOTICSOutside,P151941339,2000 DENISON ST,"(39.3099362,-76.6741576)"
372,7/13/2015 12:30,Medium,ND,NARCOTICSOutside,P151941340,3000 MATHEWS ST,"(39.3245555,-76.6073088)"
373,7/13/2015 12:35,High,SW,Traffic Stop,P151941341,WILKENS AV/S CATON AV,"(39.273848,-76.671483)"
374,7/13/2015 12:33,Medium,ND,911/NO  VOICE,P151941342,3800 CANTERBURY RD,"(39.3351825,-76.6205380)"
375,7/13/2015 12:33,Medium,SW,SUSPICIOUS PERS,P151941343,100 N HILTON ST,"(39.2870590,-76.6726490)"
376,7/13/2015 12:31,Non-Emergency,SE,RECOVER PROPERTY,P151941344,EASTERN AV/KANE ST,"(39.287755,-76.537100)"
377,7/13/2015 12:33,Medium,WD,FAMILY DISTURB,P151941345,800 VINE ST,"(39.2906051,-76.6298098)"
378,7/13/2015 12:35,Non-Emergency,NW,Tow - DO NOT USE,P151941346,2900 REISTERSTOWN RD,"(39.3209440,-76.6548350)"
379,7/13/2015 12:35,Low,SD,HIT AND RUN,P151941348,100 W RANDALL ST,"(39.2715311,-76.6151893)"
380,7/13/2015 12:34,Low,NE,LARCENY F/AUTO,P151941349,600 E 25TH ST,"(39.3184150,-76.6065590)"
381,7/13/2015 12:35,Medium,SD,COMMON ASSAULT,P151941350,700 WASHINGTON BL,"(39.2834053,-76.6270544)"
382,7/13/2015 12:20,Low,CD,FALSE PRETENSE,P151941351,200 W LANVALE ST,"(39.3057174,-76.6236119)"
383,7/13/2015 12:33,Non-Emergency,SE,4D,P151941352,300 HERRING CT,"(39.2875425,-76.5951113)"
384,7/13/2015 12:36,Medium,ND,911/NO  VOICE,P151941353,700 E 36TH ST,"(39.3323181,-76.6059959)"
385,7/13/2015 12:35,Medium,NE,COMMON ASSAULT,P151941354,4800 SINCLAIR LN,"(39.3201486,-76.5521577)"
386,7/13/2015 12:33,Non-Emergency,WD,56,P151941355,2000 WHITTIER AV,"(39.3147860,-76.6511010)"
387,7/13/2015 12:38,Non-Emergency,SD,Foot  Patrol,P151941356,4100 BLK HYDEN CT,"(39.2280129,-76.5980314)"
388,7/13/2015 12:35,Medium,ND,DISORDERLY,P151941357,3000 WYLIE AV,"(39.3421154,-76.6652286)"
389,7/13/2015 12:36,Low,TRU,LARCENY F/AUTO,P151941358,200 N LINWOOD AV,"(39.2951450,-76.5766359)"
390,7/13/2015 12:38,High,CD,Field Interview,P151941360,100 E PRATT ST,"(39.2872198,-76.6129075)"
391,7/13/2015 12:37,Medium,CD,911/NO  VOICE,P151941361,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
392,7/13/2015 12:40,Non-Emergency,SW,Repairs/Service,P151941363,100,"(39.3810499,-76.6572571)"
393,7/13/2015 12:37,Medium,SD,AED NONBREATHING,P151941364,3500 ASIATIC AV,"(39.2324874,-76.5671878)"
394,7/13/2015 12:40,Non-Emergency,WD,Foot  Patrol,P151941365,800 W FAYETTE ST,"(39.2902089,-76.6297208)"
395,7/13/2015 12:39,Medium,SD,BURGLARY,P151941366,500 SCOTT ST,"(39.2829562,-76.6288461)"
396,7/13/2015 12:41,Medium,CW,Lab Request,P151941367,AFYA PUBLIC CHARTER MIDDLE,"(39.324629,-76.573285)"
397,7/13/2015 12:38,Medium,ED,COMMON ASSAULT,P151941368,1800 N PORT ST,"(39.3114120,-76.5839899)"
398,7/13/2015 12:38,Low,SW,CHECKWELLBEING,P151941369,2100 WINDSOR GARDENS LN,"(39.3107223,-76.6993441)"
399,7/13/2015 12:39,Medium,NW,NARCOTICSOutside,P151941370,5300 CUTHBERT AV,"(39.3476591,-76.6823463)"
400,7/13/2015 12:40,Low,WD,UNKNOWN TROUBLE,P151941371,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
401,7/13/2015 12:40,Medium,CD,LYING IN STREET,P151941372,100 N HOWARD ST,"(39.2905830,-76.6197690)"
402,7/13/2015 12:42,High,NE,SILENT ALARM,P151941373,5400 FRANKFORD ESTATES DR,"(39.3235040,-76.5402359)"
403,7/13/2015 12:43,Non-Emergency,NW,LOST PROPERTY,P151941374,REISTERSTOWN RD/BROOKHILL RD,"(39.359683,-76.706872)"
404,7/13/2015 12:45,Medium,SW,FAMILY DISTURB,P151941375,E NORTH AV/HARFORD AV,"(39.311929,-76.599356)"
405,7/13/2015 12:41,Medium,SW,LARCENCY,P151941376,S LOUDON AV/FREDERICK AV,"(39.281764,-76.682125)"
406,7/13/2015 12:43,Medium,NE,911/NO  VOICE,P151941378,3300 BELAIR RD,"(39.3221060,-76.5738460)"
407,7/13/2015 12:44,Medium,NE,911/NO  VOICE,P151941379,5900 MORAVIA RD,"(39.3177890,-76.5453628)"
408,7/13/2015 12:43,Low,SW,FALSE PRETENSE,P151941380,900 NOTTINGHAM RD,"(39.2967500,-76.7052600)"
409,7/13/2015 12:42,Low,ND,CK WELL BEING,P151941381,1300 MORLING AV,"(39.3342880,-76.6380410)"
410,7/13/2015 12:47,Medium,SD,911/NO  VOICE,P151941383,1100 RUSSELL ST,"(39.2792338,-76.6252434)"
411,7/13/2015 12:48,Medium,NE,911/NO  VOICE,P151941385,5600 LOCH RAVEN BL,"(39.3242589,-76.6009401)"
412,7/13/2015 12:44,Low,ND,OTHER,P151941386,N CALVERT ST/E 0TH ST,"(39.329218,-76.614966)"
413,7/13/2015 12:47,Low,SE,INVOL DETENTION,P151941387,3200 EASTERN AV,"(39.2866780,-76.5713550)"
414,7/13/2015 12:46,Low,ND,FALSE PRETENSE,P151941388,2500 OAKLEY AV,"(39.3492970,-76.6599390)"
415,7/13/2015 12:48,Medium,SD,SUSPICIOUS PERS,P151941390,1200 CARROLL ST,"(39.2809346,-76.6331825)"
416,7/13/2015 12:48,Medium,SD,DISORDERLY,P151941391,1700 RUSSELL ST,"(39.2734654,-76.6287554)"
417,7/13/2015 12:51,Medium,SW,MISSING PERSON,P151941392,3500 EDMONDSON AV,"(39.2943489,-76.6758430)"
418,7/13/2015 12:49,Medium,SW,FAMILY DISTURB,P151941393,0 S BEECHFIELD AV,"(39.2835597,-76.6932772)"
419,7/13/2015 12:49,Medium,WD,NARCOTICSOutside,P151941394,W BALTIMORE ST/S CARROLLTON AV,"(39.288622,-76.636736)"
420,7/13/2015 12:50,Non-Emergency,NW,Repo,P151941395,4500 WENTWORTH RD,"(39.3264230,-76.6951540)"
421,7/13/2015 12:51,High,SE,SILENT ALARM,P151941396,100 S COLLINGTON AV,"(39.2906773,-76.5861806)"
422,7/13/2015 12:51,Medium,CD,911/NO  VOICE,P151941397,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
423,7/13/2015 12:47,Low,TRU,LARCENY F/AUTO,P151941398,300 W LORRAINE AV,"(39.3199496,-76.6206203)"
424,7/13/2015 12:52,Medium,NE,911/NO  VOICE,P151941399,5600 LOCH RAVEN BL,"(39.3242589,-76.6009401)"
425,7/13/2015 12:50,Low,NW,HIT AND RUN,P151941400,3000 FALLSTAFF RD,"(39.3693670,-76.6915461)"
426,7/13/2015 12:50,Low,SD,FALSE PRETENSE,P151941401,700 WASHINGTON BL,"(39.2834053,-76.6270544)"
427,7/13/2015 12:53,Medium,CD,DISORDERLY,P151941402,1200 N CHARLES ST,"(39.3035501,-76.6163089)"
428,7/13/2015 12:54,Medium,CD,911/NO  VOICE,P151941403,0 E REDWOOD ST,"(39.2887924,-76.6145429)"
429,7/13/2015 12:49,Medium,CD,911/NO  VOICE,P151941404,300 W SARATOGA ST,"(39.2929052,-76.6197536)"
430,7/13/2015 12:53,Medium,SD,DISORDERLY,P151941405,600 S PACA ST,"(39.2834882,-76.6243065)"
431,7/13/2015 12:52,Medium,CD,911/NO  VOICE,P151941406,0 E REDWOOD ST,"(39.2887924,-76.6145429)"
432,7/13/2015 12:56,High,CD,Traffic Stop,P151941407,600 N EUTAW ST,"(39.2958410,-76.6215870)"
433,7/13/2015 12:53,Medium,ND,DISORDERLY,P151941408,2600 HAMPDEN AV,"(39.3182210,-76.6227080)"
